Brand Name	Mfg Code	Warranty Description	Warranty URL	Warranty Tel#	Warranty Months	Months for Parts	Comments
MindShift	MIND	MindShift	https://www.thinktankphoto.com/pages/warranty	8665584465	99.0	99.0	
Minelab	MNLB	Minelab	https://www.minelab.com/asia/support/product-warranty	8889496522			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Minolta	MNLTA	Minolta	https://www.minoltadigital.com/warranty	8004411100	12.0	12.0	As per Adorama
MiNT	MINT	MiNT	https://mint-camera.com/en/after-sales-service				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Miops	NERO		https://www.miops.com				Warranty not available on MFR
Mirfak	MRFK						Mfr Not Found
Mirror Image	VD	Mirror Image	https://www.teleprompters.com	9202320220			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Miscellaneous	RG						No SKU is not listed on Adorama
Mitakon Zhongyi	MTKN	Mitakon Zhongyi	https://zyoptics.net/warranty-service		60.0	60.0	
Mitomo	MITOMO	Mitomo	https://mitomo-semicon-eng.co.jp/en				Warranty not available on MFR
Mitra	MITRA						Not in Adorama Brand List
Mitsubishi	MJ	Mitsubishi	https://us.mitsubishielectric.com/en/terms/index.html				Warranty not available on MFR
Mixcraft	MXCRFT	Mixcraft					Not in Adorama Brand List
MK Controls	MKC	Lightning Bug	https://www.mkcontrols.com/lightningbug/warranty	2294949060	99.0	99.0	
MK Digital Direct	MK	MK Digital Direct					Mfr Not Found
mLogic	MLGC	Rack-Mounatble	https://www.mlogic.com/pages/product-registration		36.0	36.0	
	MLGC	ATTO Technology Adapter	https://www.mlogic.com/pages/product-registration		36.0	36.0	
	MLGC	Tape Drive	https://www.mlogic.com/pages/product-registration		36.0	36.0	
	MLGC	Enclosure	https://www.mlogic.com/pages/product-registration		36.0	36.0	
Moab	MP	Moab					Warranty Not Applicable
Mobile Pixels	MOBPIX	Mobile Pixels	https://www.mobilepixels.us/pages/warranty-information	8885120915	12.0	12.0	
Mobile Studios	MOBSTU						Not in Adorama Brand List
Mobvoi	MOBVOI	Mobvoi	https://www.mobvoi.com/us/pages/limited-warranty		12.0	12.0	
Mod	10						Warranty Not Applicable
Mode Mobile	MMOBILE	Handset	https://www.modephone.com/pages/warranty	8722212640	12.0	12.0	
	MMOBILE	Battery	https://www.modephone.com/pages/warranty	8722212640	6.0	6.0	
Modern Studio Equipment	ARC						Not in Adorama Brand List
Modern Studios	RG						No SKU is not listed on Adorama
Mogami	MOGA	Mogami	https://mogamicable.com/additional/support.php	8008006608	99.0	99.0	
MOHOC	MOH	MOHOC	https://www.mohoc.com	2088061391			Warranty not available on MFR
Mola	MOLA	Mola	https://www.mola-light.com				Warranty not available on MFR
Mole-Richardson	MOLE		https://www.mole.com	3238510111			Warranty not available on MFR
Moment	MOM	Moment	https://www.shopmoment.com/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Momentum	MTM						Not in Adorama Brand List
Monadnock	MONAD						Not in Adorama Brand List
Monoprice	RG						No SKU is not listed on Adorama
Monster Adapter	MONST						Not in Adorama Brand List
Monster Cable	M3	Monster Cable	https://monsterstore.com		99.0	99.0	
Monstrum	RG						No SKU is not listed on Adorama
Monument Labs	MONULB	Monument Labs	https://www.getmonument.com/warranty		12.0	12.0	
Moochies	MOOCHIES	Moochies	https://moochies.com/en-US		12.0	12.0	
Moog	MOOG	Moog	https://www.moogmusic.com	8282510090	12.0	12.0	
Mophie	MOPHIE	Mophie	https://www.zagg.com/warranty-policies	8012630699	24.0	24.0	
Morris	MR	Morris					Mfr Not Found
Moshi	MOSHI	Moshi	https://us.moshi.com/pages/global-warranty		120.0	120.0	
Motorola	MI	Motorola	https://www.motorolasolutions.com/en_us	8883259336			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MOTU	MOTU	MOTU	https://motu.com/en-us/techsupport/hardware-warranty	6175762760	24.0	24.0	
Mount-It!	MNTIT	Stand	https://mount-it.com/pages/warranty	8555526699	99.0	99.0	
	MNTIT	Electric Stand	https://mount-it.com/pages/warranty	8555526699	12.0	12.0	
Movcam	MOVCAM	Movcam					Mfr Not Found
Movo	RG						No SKU is not listed on Adorama
Movo Photo	MOVOPHOTO	Movo Photo	https://www.movophoto.com/pages/warranty	8003541739	12.0	12.0	
Moza	MOZA	Moza	https://www.gudsen.com/sales-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Moze Gear	MZGR						Not in Adorama Brand List
Mpow	RG						Not in Adorama Brand List
M-Pro 7	7M	M-Pro 7					Warranty Not Applicable
MSFT	A						Not in Adorama Brand List
MSI	MN	MSI	https://us.msi.com/page/warranty	8884476564			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MTF Services Ltd	MTFS	Tripod	https://www.mtfservices.com		72.0	72.0	
MUKIKIM	MUK	MUKIKIM	https://mukikim.com/terms-%26-conditions	4143573997	3.0	3.0	
Multicopter Warehouse	RG						Not in Adorama Brand List
MultiDyne	ARC	MultiDyne	https://www.multidyne.com/warranty-information.html				Not in Adorama Brand List
Multi-Link	MULINK						Mfr Not Found
Musashi	MUSASHI						Mfr Not Found
Music Trends	MUTR	Music Trends	https://www.musictrends.com/warranty-information	8009050443			Warranty not available on MFR
Musical Fidelity	MUFI	Musical Fidelity	https://www.musicalfidelity.com		60.0	60.0	As per Adorama
MusicLab	MSCLAB	MusicLab					Warranty Not Applicable
Mustek	2M						Mfr Not Found
Muxlab	MUXLB	Muxlab	https://muxlab.com	8776895228			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
MWM	MWM	MWM	https://store.phasedj.com/policies/terms-of-sale		24.0	24.0	
MXL	MW	MXL	https://mxlmics.com/product-warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
My Custom Shop	TC	My Custom Shop					Not in Adorama Brand List
myGEKOgear	PAPGO	myGEKOgear	https://www.mygekogear.com/warranty	8007956788	12.0	12.0	
MyStudio	MY	MyStudio	https://www.procyc.com	5037237448			Warranty not available on MFR
MYT Works	MYT	MYT Works	https://www.mytworks.com/terms-conditions	2123373789	12.0	12.0	
Nady		Nady	https://nady.com/warranty/	5106522411	12.0	12.0	
Naim	NAIM	Naim	https://www.naimaudio.com		24.0	24.0	
Nalpak	NALPAK	Case	https://nalpak.com	6192581200	99.0	99.0	
NanLite	NANLT	NanLite	https://nanliteus.com/warranty	8887704416	24.0	24.0	
Nanlux	NANLUX	Nanlux	https://www.nanluxamericas.com	8184812983			Warranty not available on MFR
Nanoleaf	NLF	Nanoleaf	https://nanoleaf.me/en-US/about-us/warranty-returns	8889222701	24.0	24.0	
Nanuk	NANUK	Nanuk	https://nanuk.com/pages/warranty-claim-form	8007836883	99.0	99.0	
Nartec	NRTC		https://nartec.com/				Warranty Not Applicable
Nasco	RG						Not in Adorama Brand List
Nat	RG						Not in Adorama Brand List
National Public Seating	NPS	National Public Seating	https://www.nationalpublicseating.com/about/warranty	8002614112	120.0	120.0	
	NPS	Mobile Tables	https://www.nationalpublicseating.com/about/warranty	8002614112	180.0	180.0	
Native Instruments	NATINST	Native Instruments	https://www.native-instruments.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
NatureScapes	TP	NatureScapes	https://store.naturescapes.net	8886670559			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
NavePoint	RG						Not in Adorama Brand List
Naxa	NAXA	Naxa	https://naxa.com/supportcenter/warranty	8664116292	12.0	12.0	
NcSTAR	NCS	NcSTAR	https://www.ncstar.com/support/americas-best-warranty		8666278278.0		Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
NcSTAR Vism	NCS	NcSTAR Vism	https://www.ncstar.com/support/americas-best-warranty		8666278278.0		Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Neat Microphones	NEAT						Not in Adorama Brand List
Nebtek	RG						Not in Adorama Brand List
NEC	NEC	NEC	https://www.sharpnecdisplays.us/warranty-center	8006324662			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Neewer	RG						No SKU is not listed on Adorama
Neil Enterprises	N4						Warranty Not Applicable
Nepo	NEPO						Not in Adorama Brand List
NetAlly	NETALLY	NetAlly	https://www.netally.com/support/technical-support	8448782559	12.0	12.0	
	NETALLY	Software	https://www.netally.com/support/technical-support	8448782559	3.0	3.0	
Netgear	N1	Netgear	https://www.netgear.com/about/warranty	8004194543			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Netvue	NETVU	Netvue	https://www.netvue.com/pages/return-warranty	8667490567			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Neumann	NEUM	Neumann	https://www.neumann.com/en-en/warranty	8605987555	24.0	24.0	
Neutrik	NUTRK	Neutrik	https://www.neutrik.com	7049723050	6.0	6.0	
New Bee	RG						Not in Adorama Brand List
Newcon Optik	NE	Newcon Optik	http://www.newcon-optik.com	4166636963	12.0	12.0	
NewerTech	NQ	NewerTech	https://www.newertech.com	8153087001	12.0	12.0	
Newswear	NW	Newswear	https://www.newswear.com/index.html	7183403671	12.0	12.0	
NewTek	NU	Hardware	https://www.vizrt.com/support/vizrt-protek	8008627837	12.0	12.0	
Next Level Racing	NLR	Next Level Racing	https://nextlevelracing.com/about-us/faqs-us		12.0	12.0	
NextComputing	RG						Not in Adorama Brand List
Nexto DI	NC						Mfr Not Found
Nextorage	NEXTORAGE	Nextorage	https://www.nextorage.net/en/support/warranty-repair				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
NI Kontakt	NIKO						Mfr Not Found
Nielsen & Bainbridge	RG						Not in Adorama Brand List
Night Owl	NOWL						Mfr Not Found
Night Owl Optics	NOO	Night Owl Optics	https://www.nightowloptics.com		12.0	12.0	As per Adorama
Nightforce Optics	NH	Nightforce Optics	https://www.nightforceoptics.com/support/warranty	2084769814			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Nightstick	NSTICK	Nightstick	https://www.nightstick.com/pages/warranties	8002332155			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
NIK Public Safety	SAFARIL						Warranty Not Applicable
Nikon	NK	Nikon	https://www.nikonusa.com/content/warranty-program	8006456687			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Nila	NJ	Nila	https://www.nila.com/support				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Nimar	RG						Not in Adorama Brand List
Nimaso	FORE						Not in Adorama Brand List
Nimbus	NMBS	Nimbus	http://www.nimbus.kr		12.0	12.0	As per Adorama
Nintendo	NINTENDO	Nintendo	https://www.nintendo.com/us	8002553700	12.0	12.0	
NiSi	NISIF	NiSi	https://nisiopticsusa.com/warranty	4248327005	12.0	12.0	
Nissin	NI	Nissin	https://nissindigital.us	8004465086	12.0	12.0	
Nitecore	NTCR	Nitecore	https://flashlight.nitecore.com/Server/detail/cd/207				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
No Logo	NLG						Not in Adorama Brand List
Noctua	RG						Not in Adorama Brand List
Nodo	NODO	Nodo	https://nodo.film/terms-and-conditions		12.0	12.0	
Noga	ZO	Noga	https://www.noga.com		12.0	12.0	As per Adorama
Nokia	NF	phones	https://www.hmd.com/en_us	8337665420	12.0	12.0	
Nokta	NKT	Nokta	https://www.noktadetectors.com/warranty-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Nomatic	NOM	Nomatic	https://www.nomatic.com/pages/lifetime-warranty	3853258688	99.0	99.0	
NORD	NORD	NORD	https://www.nordkeyboards.com/support				Warranty not available on MFR
Noritsu	FO	Noritsu	https://noritsustore.com	7145219040			Warranty not available on MFR
Norman	NM	Norman	http://normanlights.com	8007878078			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
North American Rescue	RG						Not in Adorama Brand List
Norton	NORTON	Norton	https://in.norton.com/				Warranty Not Applicable
Novagrade	NVGR	Novagrade	https://novagrade.com/pages/us-warranty	5034281254	12.0	12.0	
Novatel Wireless	VRZN						Not in Adorama Brand List
Novation	NOVAT	Novation	https://us.novationmusic.com/warranty		36.0	36.0	
Novatron	NT	Novatron					Mfr Not Found
Novoflex	NV	Novoflex	https://novoflexus.com/warranty		24.0	24.0	
Novopro	NPR						Not in Adorama Brand List
Novus	DA	Novus	https://www.novusoffice.com/warranty	8009951379			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
NRG	NR	NRG					Mfr Not Found
NTI	NTI	NTI	https://www.nti-audio.com/en/support/international-warranty	5036847050	12.0	12.0	
NTW Networking The World	NTW						Not in Adorama Brand List
Nuance	NUANCE	Microphones	https://www.nuance.com/index.html	8006541187	24.0	24.0	
NUGEN Audio	NUGN	NUGEN Audio					Warranty Not Applicable
Numark	NUMARK	Numark	https://www.numark.com		12.0	12.0	
Nuu Mobile	NUU MOBILE	Nuu Mobile	https://nuumobile.com/warranty	8446883365	12.0	12.0	
N-Vision Optics	NVIS	Night Vision Systems	https://nvisionoptics.com/warranty-new	7815058360	120.0	120.0	
	NVIS	Thermal Imaging Systems	https://nvisionoptics.com/warranty-new	7815058360	60.0	60.0	
NZXT	NZXT	NZXT	https://nzxt.com/legal/nzxt-warranty	8002289395			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
O.C. White	OCWHITE	O.C. White	https://www.ocwhite.com/terms-conditions	4132891751			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Oben		Oben	https://www.obensupports.com/	2125942120			No SKU is not listed on Adorama
OBSBOT	REMOAI	OBSBOT	https://www.obsbot.com/service/docs/warranty-refund				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Ocean Matrix	OCNMTRX	Ocean Matrix	https://www.oceanmatrix.com	8452467500	12.0	12.0	
OConnor	OC	OConnor	https://www.ocon.com/support/warranty	8004223473	12.0	12.0	
Octasound	RG						Not in Adorama Brand List
ODV	ODV						Warranty Not Applicable
Odyssey Innovative Designs	ODYS	Odyssey Innovative Designs	https://odyusa.co/odyssey-warranty-policy.php	6265882528			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
OGIO	OGIO	Golf Products	https://www.ogio.com	8883829605	24.0	24.0	
	OGIO	Non-Golf Line of Products	https://www.ogio.com	8883829605	99.0	99.0	
Ohm Force	OHMF						Warranty Not Applicable
Okai	OKAI						Not in Adorama Brand List
OKI Data	OK						Mfr Not Found
Okinos	OKN	Okinos	https://www.okinos.com/				New brand, Warranty as per client excel, 02/10/25
Oklahoma Sound	OKL						Mfr Not Found
Olloclip	OLLO	Olloclip	https://www.olloclip.com	8776556257	12.0	12.0	
Olympus	OM	Olympus	https://explore.omsystem.com/us/en	8006226372	12.0	12.0	Same as OM SYSTEM Brand
	OM	Binoculars	https://explore.omsystem.com/us/en	8006226372	99.0	99.0	
OM SYSTEM	OMDS	OM SYSTEM	https://explore.omsystem.com/us/en	8006226372	12.0	12.0	
	OMDS	Binoculars	https://explore.omsystem.com/us/en	8006226372	99.0	99.0	
Omega	DK		https://omegabrandess.com				Warranty not available on MFR
Omega/LPL	OG						Mfr Not Found
OmniEYE X	MNGDTS						Mfr Not Found
One Control	ONEC		https://one-control.com				Warranty not available on MFR
Onkyo	ONK	Onkyo	https://intl.onkyo-av.com/warranty	8002291687			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
OnSiteLED	OSL	OnSiteLED	http://www.onsiteled.com	4083597401	12.0	12.0	As per Adorama
On-Stage	ONST		https://on-stage.com	8002898889			Warranty not available on MFR
Ooma	OOMA	Ooma	https://support.ooma.com/home/faq	8887116662	12.0	12.0	
Op/Tech	OT	Op/Tech	https://www.optechusa.com/pages/lifetime-warranty	8002517815	99.0	99.0	
Oppenheimer Camera Products	PC		https://oppenheimercameraproducts.com	2064678666			Warranty not available on MFR
Opteka	RG						No SKU is not listed on Adorama
Optical Cables by Corning	CORN	Optical Cables by Corning	https://www.corning.com	8004921110	12.0	12.0	
Optimo	RG						Not in Adorama Brand List
Optitek	RG						No SKU is not listed on Adorama
OptiTrack	RG						Not in Adorama Brand List
Optoma	OU	Optoma	https://www.optomausa.com/opam/warranty	8882896786			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
OPUS	ARC						Not in Adorama Brand List
Orange	ORNG	Orange	https://orangeamps.com/terms-and-conditions	4043038196	12.0	12.0	
OrangeMonkie	ORGMNK	OrangeMonkie	https://orangemonkie.com/pages/support		12.0	12.0	
Orbit	ORBIT	Orbit	https://findorbit.com/policies/refund-policy		12.0	12.0	
Orca	ORCA	Orca	https://www.orcabags.com/warranty		24.0	24.0	
ORIA	RG						Not in Adorama Brand List
Orion	RG						Not in Adorama Brand List
Orion Images	ORIM	Orion Images	https://www.orionimages.com/child/sub/support/warranty.php	7147666300	36.0	36.0	
ORLIT	JING						Mfr Not Found
Ortega Guitars	ORTEGA	Ortega Guitars	https://ortegaguitars.com/en/service		24.0	24.0	As per Adorama
Ortery	OD	Ortery	https://www.ortery.com	9498595580	12.0	12.0	
